loan_amnt,funded_amnt,term,int_rate,grade,sub_grade,annual_inc,purpose,loan_status,dti,installment,home_ownership,verification_status,emp_length,addr_state,Income Band,Default
30325,30325, 36 months,6.46,A,A1,70000.0,credit_card,Current,30.59,928.88,RENT,Source Verified,2 years,CT,Medium Income,0
7200,7200, 36 months,23.4,E,E1,74500.0,debt_consolidation,Current,22.87,280.22,MORTGAGE,Source Verified,10+ years,NC,Medium Income,0
14400,14400, 36 months,6.46,A,A1,45000.0,credit_card,Current,10.75,441.09,RENT,Not Verified,4 years,MA,Medium Income,0
10500,10500, 36 months,7.56,A,A3,65000.0,car,Current,18.11,326.91,MORTGAGE,Source Verified,< 1 year,VA,Medium Income,0
25525,25525, 36 months,10.33,B,B1,64000.0,debt_consolidation,Current,38.36,827.59,MORTGAGE,Not Verified,< 1 year,TX,Medium Income,0
14400,14400, 36 months,8.19,A,A4,72000.0,debt_consolidation,Current,21.5,452.51,MORTGAGE,Not Verified,10+ years,MA,Medium Income,0
14000,14000, 36 months,16.14,C,C4,75000.0,debt_consolidation,Current,30.22,493.17,MORTGAGE,Verified,10+ years,AZ,Medium Income,0
3500,3500, 36 months,18.94,D,D2,41000.0,medical,Current,20.35,128.19,MORTGAGE,Source Verified,10+ years,NC,Medium Income,0
19000,19000, 36 months,6.11,A,A1,80000.0,debt_consolidation,Current,4.86,578.97,MORTGAGE,Source Verified,10+ years,NY,Medium Income,0
20000,20000, 60 months,18.94,D,D2,25000.0,other,Current,16.32,518.16,OWN,Not Verified,10+ years,TN,Low Income,0
32000,32000, 36 months,8.81,A,A5,74971.0,debt_consolidation,Current,26.6,1014.77,MORTGAGE,Not Verified,5 years,LA,Medium Income,0
15000,15000, 36 months,6.46,A,A1,51500.0,credit_card,Current,5.08,459.47,OWN,Source Verified,4 years,OH,Medium Income,0
21000,21000, 60 months,10.72,B,B2,85000.0,debt_consolidation,Current,20.32,453.67,MORTGAGE,Not Verified,< 1 year,NY,High Income,0
30000,30000, 36 months,6.46,A,A1,99500.0,credit_card,Current,11.86,918.93,MORTGAGE,Source Verified,2 years,IL,High Income,0
14000,14000, 60 months,16.14,C,C4,60000.0,debt_consolidation,Current,38.78,341.5,OWN,Not Verified,10+ years,SC,Medium Income,0
40000,40000, 60 months,16.14,C,C4,75000.0,debt_consolidation,Current,10.74,975.71,OWN,Not Verified,< 1 year,TX,Medium Income,0
20000,20000, 36 months,7.56,A,A3,100000.0,debt_consolidation,Current,5.65,622.68,OWN,Source Verified,10+ years,PA,High Income,0
10000,10000, 60 months,15.02,C,C3,33000.0,debt_consolidation,Current,14.98,238.01,RENT,Source Verified,8 years,CA,Low Income,0
17600,17600, 36 months,8.81,A,A5,160000.0,debt_consolidation,Current,13.92,558.13,MORTGAGE,Source Verified,10+ years,FL,Very High Income,0
28000,28000, 36 months,7.02,A,A2,105000.0,debt_consolidation,Current,14.34,864.82,MORTGAGE,Source Verified,10+ years,TX,High Income,0
25000,25000, 60 months,16.14,C,C4,80000.0,debt_consolidation,Current,22.26,609.82,RENT,Not Verified,10+ years,PA,Medium Income,0
4000,4000, 36 months,13.56,C,C1,40000.0,credit_card,Current,19.89,135.86,RENT,Source Verified,6 years,NJ,Low Income,0
2500,2500, 36 months,11.8,B,B4,80000.0,debt_consolidation,Current,17.19,82.8,MORTGAGE,Verified,4 years,CA,Medium Income,0
10000,10000, 36 months,11.8,B,B4,55000.0,credit_card,Current,23.72,331.19,RENT,Source Verified,10+ years,VA,Medium Income,0
9000,9000, 36 months,8.19,A,A4,60000.0,debt_consolidation,Current,17.04,282.82,MORTGAGE,Not Verified,10+ years,NV,Medium Income,0
2500,2500, 36 months,8.19,A,A4,40000.0,credit_card,Current,5.55,78.57,RENT,Not Verified,< 1 year,CA,Low Income,0
17000,17000, 60 months,10.72,B,B2,150000.0,debt_consolidation,Current,14.7,367.26,MORTGAGE,Not Verified,< 1 year,GA,Very High Income,0
21175,21175, 36 months,16.91,C,C5,270000.0,debt_consolidation,Current,25.77,754.0,MORTGAGE,Source Verified,8 years,AZ,Very High Income,0
8125,8125, 36 months,10.72,B,B2,56000.0,credit_card,Late (31-120 days),44.36,264.93,MORTGAGE,Verified,10+ years,WI,Medium Income,0
18000,18000, 60 months,25.34,E,E3,62000.0,debt_consolidation,Current,22.3,531.92,RENT,Not Verified,10+ years,PA,Medium Income,0
16625,16625, 36 months,18.94,D,D2,319000.0,debt_consolidation,Current,20.06,608.91,MORTGAGE,Verified,10+ years,CA,Very High Income,0
10000,10000, 36 months,12.98,B,B5,10000.0,credit_card,Current,26.05,336.85,RENT,Source Verified,< 1 year,MI,Low Income,0
6025,6025, 36 months,11.8,B,B4,34000.0,credit_card,Current,23.69,199.55,RENT,Verified,6 years,MA,Low Income,0
5500,5500, 36 months,8.19,A,A4,45000.0,debt_consolidation,Current,25.84,172.84,MORTGAGE,Not Verified,5 years,FL,Medium Income,0
25000,25000, 60 months,17.97,D,D1,105000.0,credit_card,In Grace Period,5.99,634.43,MORTGAGE,Not Verified,10+ years,WA,High Income,0
33950,33950, 36 months,15.02,C,C3,95000.0,debt_consolidation,Current,30.58,1177.23,RENT,Verified,10+ years,NY,High Income,0
15000,15000, 36 months,10.33,B,B1,97000.0,debt_consolidation,Current,12.27,486.34,MORTGAGE,Verified,10+ years,NY,High Income,0
20000,20000, 36 months,7.56,A,A3,198000.0,debt_consolidation,Current,24.62,622.68,RENT,Not Verified,2 years,AK,Very High Income,0
10000,10000, 36 months,7.02,A,A2,7000.0,credit_card,Current,52.66,308.87,OWN,Verified,10+ years,TX,Low Income,0
5000,5000, 36 months,6.46,A,A1,40000.0,debt_consolidation,Current,35.43,153.16,MORTGAGE,Not Verified,10+ years,NV,Low Income,0
14000,14000, 60 months,15.02,C,C3,45000.0,credit_card,Current,26.56,333.21,MORTGAGE,Verified,10+ years,PA,Medium Income,0
24000,24000, 36 months,16.91,C,C5,80000.0,other,Current,21.78,854.6,RENT,Source Verified,5 years,VA,Medium Income,0
8000,8000, 36 months,13.56,C,C1,30000.0,credit_card,Current,20.24,271.72,RENT,Not Verified,2 years,OR,Low Income,0
5000,5000, 36 months,12.98,B,B5,43000.0,credit_card,Current,16.69,168.43,MORTGAGE,Not Verified,10+ years,MI,Medium Income,0
20000,20000, 36 months,8.19,A,A4,377000.0,debt_consolidation,Current,10.5,628.49,OWN,Source Verified,< 1 year,CA,Very High Income,0
11600,11600, 36 months,8.81,A,A5,330000.0,credit_card,Current,7.66,367.86,MORTGAGE,Source Verified,7 years,TN,Very High Income,0
30000,30000, 60 months,10.72,B,B2,66832.0,debt_consolidation,Fully Paid,11.67,648.1,MORTGAGE,Source Verified,9 years,GA,Medium Income,0
8000,8000, 36 months,7.56,A,A3,92000.0,debt_consolidation,Current,5.92,249.08,MORTGAGE,Not Verified,3 years,WA,High Income,0
12000,12000, 36 months,13.56,C,C1,75000.0,credit_card,Current,14.29,407.58,MORTGAGE,Not Verified,< 1 year,NY,Medium Income,0
3000,3000, 36 months,23.4,E,E1,58969.0,debt_consolidation,Current,33.09,116.76,MORTGAGE,Not Verified,10+ years,FL,Medium Income,0
28000,28000, 60 months,14.47,C,C2,35000.0,debt_consolidation,Current,6.0,658.36,RENT,Source Verified,10+ years,MD,Low Income,0
8000,8000, 36 months,16.14,C,C4,60000.0,home_improvement,Current,17.62,281.81,MORTGAGE,Not Verified,2 years,NJ,Medium Income,0
35000,35000, 60 months,17.97,D,D1,540000.0,credit_card,Current,9.67,888.2,MORTGAGE,Source Verified,10+ years,VA,Very High Income,0
10000,10000, 60 months,11.8,B,B4,82000.0,debt_consolidation,Current,23.2,221.44,MORTGAGE,Not Verified,10+ years,WI,High Income,0
40000,40000, 60 months,10.33,B,B1,140000.0,debt_consolidation,Current,17.43,856.4,MORTGAGE,Source Verified,10+ years,TX,Very High Income,0
13800,13800, 36 months,12.98,B,B5,150000.0,home_improvement,Current,11.5,464.85,MORTGAGE,Verified,10+ years,CA,Very High Income,0
15000,15000, 36 months,11.8,B,B4,80000.0,credit_card,Current,10.97,496.79,RENT,Not Verified,2 years,SD,Medium Income,0
22000,22000, 36 months,8.81,A,A5,89000.0,debt_consolidation,Current,8.64,697.66,RENT,Source Verified,10+ years,NY,High Income,0
5000,5000, 36 months,19.92,D,D3,37000.0,other,Current,20.86,185.62,RENT,Source Verified,4 years,NJ,Low Income,0
7500,7500, 36 months,13.56,C,C1,121000.0,debt_consolidation,Current,13.49,254.74,MORTGAGE,Source Verified,10+ years,FL,Very High Income,0
3000,3000, 36 months,15.02,C,C3,50000.0,other,Current,17.21,104.03,RENT,Source Verified,5 years,NY,Medium Income,0
10000,10000, 36 months,8.19,A,A4,85000.0,debt_consolidation,Current,22.26,314.25,RENT,Source Verified,< 1 year,NV,High Income,0
40000,40000, 60 months,20.89,D,D4,60000.0,debt_consolidation,Current,47.78,1079.67,MORTGAGE,Verified,4 years,IN,Medium Income,0
19400,19400, 36 months,13.56,C,C1,90000.0,debt_consolidation,Current,17.32,658.91,MORTGAGE,Source Verified,< 1 year,NJ,High Income,0
30000,30000, 36 months,10.72,B,B2,60000.0,debt_consolidation,Current,28.4,978.19,MORTGAGE,Source Verified,10+ years,FL,Medium Income,0
35000,35000, 60 months,26.31,E,E4,125000.0,credit_card,Current,30.51,1054.35,MORTGAGE,Verified,10+ years,IL,Very High Income,0
5000,5000, 36 months,16.14,C,C4,26000.0,debt_consolidation,Current,8.68,176.14,RENT,Source Verified,2 years,TN,Low Income,0
16000,16000, 36 months,14.47,C,C2,120000.0,debt_consolidation,Current,21.74,550.51,RENT,Not Verified,3 years,NY,High Income,0
3500,3500, 36 months,7.02,A,A2,29000.0,credit_card,Current,9.69,108.11,OWN,Not Verified,10+ years,MN,Low Income,0
25000,25000, 36 months,10.33,B,B1,85000.0,small_business,Current,3.83,810.56,RENT,Not Verified,< 1 year,FL,High Income,0
12600,12600, 60 months,12.98,B,B5,41000.0,debt_consolidation,Current,26.29,286.56,RENT,Source Verified,< 1 year,WI,Medium Income,0
10000,10000, 60 months,24.37,E,E2,38259.0,debt_consolidation,Current,28.2,289.84,RENT,Source Verified,4 years,MD,Low Income,0
16000,16000, 60 months,13.56,C,C1,70000.0,major_purchase,Current,33.05,368.66,MORTGAGE,Not Verified,10+ years,FL,Medium Income,0
6500,6500, 36 months,11.8,B,B4,83500.0,debt_consolidation,Current,15.67,215.28,RENT,Not Verified,10+ years,OR,High Income,0
10000,10000, 60 months,12.98,B,B5,85000.0,debt_consolidation,Current,11.29,227.43,MORTGAGE,Not Verified,6 years,NJ,High Income,0
5000,5000, 36 months,8.81,A,A5,35000.0,debt_consolidation,Current,14.3,158.56,RENT,Not Verified,< 1 year,NY,Low Income,0
35000,35000, 36 months,11.8,B,B4,80000.0,debt_consolidation,Current,15.42,1159.17,RENT,Not Verified,10+ years,IL,Medium Income,0
32000,32000, 60 months,22.35,D,D5,91000.0,debt_consolidation,Current,25.81,890.19,MORTGAGE,Source Verified,2 years,TX,High Income,0
28000,28000, 36 months,16.14,C,C4,143900.0,debt_consolidation,Current,9.01,986.34,MORTGAGE,Source Verified,10+ years,TX,Very High Income,0
16000,16000, 36 months,7.02,A,A2,77000.0,debt_consolidation,Current,6.81,494.18,MORTGAGE,Source Verified,1 year,GA,Medium Income,0
28000,28000, 60 months,13.56,C,C1,130000.0,credit_card,Current,27.54,645.15,RENT,Source Verified,6 years,FL,Very High Income,0
28800,28800, 60 months,14.47,C,C2,165000.0,credit_card,Current,17.48,677.17,MORTGAGE,Verified,2 years,IL,Very High Income,0
25000,25000, 36 months,7.02,A,A2,140000.0,home_improvement,Current,15.83,772.16,MORTGAGE,Source Verified,< 1 year,CA,Very High Income,0
15000,15000, 60 months,17.97,D,D1,100000.0,small_business,Current,14.35,380.66,MORTGAGE,Not Verified,2 years,GA,High Income,0
2200,2200, 36 months,25.34,E,E3,36000.0,other,Current,12.77,87.87,RENT,Not Verified,4 years,TX,Low Income,0
15000,15000, 36 months,13.56,C,C1,50000.0,debt_consolidation,Current,25.64,509.47,RENT,Verified,10+ years,ME,Medium Income,0
12800,12800, 36 months,13.56,C,C1,70000.0,credit_card,Current,24.81,434.75,MORTGAGE,Source Verified,4 years,MD,Medium Income,0
30000,30000, 36 months,14.47,C,C2,130000.0,debt_consolidation,Current,27.05,1032.2,OWN,Not Verified,10+ years,IL,Very High Income,0
10000,10000, 36 months,11.31,B,B3,70000.0,debt_consolidation,Current,15.48,328.86,OWN,Not Verified,2 years,AL,Medium Income,0
10000,10000, 36 months,13.56,C,C1,52000.0,credit_card,Current,20.7,339.65,MORTGAGE,Not Verified,10+ years,OH,Medium Income,0
6575,6575, 36 months,6.46,A,A1,70000.0,debt_consolidation,Current,22.66,201.4,RENT,Source Verified,< 1 year,CO,Medium Income,0
12000,12000, 60 months,16.91,C,C5,109000.0,home_improvement,Current,22.28,297.66,MORTGAGE,Not Verified,8 years,NJ,High Income,0
28000,28000, 60 months,16.91,C,C5,85000.0,debt_consolidation,Current,12.2,694.52,RENT,Not Verified,< 1 year,NY,High Income,0
20000,20000, 36 months,11.8,B,B4,150000.0,small_business,Current,13.01,662.38,MORTGAGE,Not Verified,< 1 year,MA,Very High Income,0
10000,10000, 36 months,16.14,C,C4,140000.0,other,Current,12.04,352.27,MORTGAGE,Source Verified,10+ years,CT,Very High Income,0
10000,10000, 60 months,13.56,C,C1,120000.0,debt_consolidation,Current,17.89,230.41,MORTGAGE,Source Verified,2 years,FL,High Income,0
24000,24000, 60 months,26.31,E,E4,45000.0,debt_consolidation,Current,28.8,722.99,RENT,Verified,2 years,CA,Medium Income,0
25000,25000, 60 months,10.72,B,B2,40000.0,debt_consolidation,Current,19.59,540.08,RENT,Verified,2 years,NY,Low Income,0
3000,3000, 36 months,17.97,D,D1,52000.0,credit_card,Current,24.99,108.42,OWN,Source Verified,4 years,NH,Medium Income,0
25000,25000, 36 months,11.31,B,B3,85000.0,debt_consolidation,Current,9.7,822.15,MORTGAGE,Source Verified,5 years,TN,High Income,0
8000,8000, 36 months,15.02,C,C3,80000.0,home_improvement,Current,0.84,277.41,OWN,Not Verified,10+ years,CA,Medium Income,0
28275,28275, 60 months,15.02,C,C3,142000.0,debt_consolidation,Current,21.36,672.96,MORTGAGE,Not Verified,10+ years,CA,Very High Income,0
30000,30000, 36 months,11.31,B,B3,52000.0,other,Current,24.3,986.58,OWN,Verified,3 years,LA,Medium Income,0
38000,38000, 60 months,8.19,A,A4,150000.0,credit_card,Current,13.41,773.97,MORTGAGE,Source Verified,4 years,CA,Very High Income,0
15600,15600, 36 months,14.47,C,C2,65000.0,debt_consolidation,Current,15.62,536.74,RENT,Not Verified,3 years,FL,Medium Income,0
4000,4000, 36 months,13.56,C,C1,70000.0,debt_consolidation,Current,10.27,135.86,MORTGAGE,Not Verified,2 years,SC,Medium Income,0
15000,15000, 60 months,12.98,B,B5,60000.0,credit_card,Current,20.58,341.15,RENT,Source Verified,10+ years,OH,Medium Income,0
32000,32000, 60 months,12.98,B,B5,20000.0,debt_consolidation,Current,41.66,727.78,MORTGAGE,Verified,10+ years,OR,Low Income,0
10000,10000, 36 months,8.81,A,A5,58000.0,home_improvement,Current,23.32,317.12,MORTGAGE,Source Verified,10+ years,OH,Medium Income,0
26400,26400, 60 months,16.91,C,C5,116000.0,debt_consolidation,Current,16.76,654.84,RENT,Verified,10+ years,OH,High Income,0
40000,40000, 36 months,19.92,D,D3,47000.0,debt_consolidation,Current,51.71,1484.92,MORTGAGE,Source Verified,3 years,MN,Medium Income,0
35000,35000, 60 months,12.98,B,B5,85500.0,debt_consolidation,Current,26.93,796.0,MORTGAGE,Verified,10+ years,IL,High Income,0
8000,8000, 36 months,15.02,C,C3,85000.0,home_improvement,Current,24.16,277.41,MORTGAGE,Source Verified,4 years,MA,High Income,0
30000,30000, 36 months,10.33,B,B1,145000.0,debt_consolidation,Current,10.4,972.68,MORTGAGE,Source Verified,10+ years,IL,Very High Income,0
6000,6000, 36 months,11.31,B,B3,85000.0,debt_consolidation,Current,9.88,197.32,RENT,Not Verified,2 years,TN,High Income,0
8000,8000, 36 months,11.8,B,B4,53000.0,debt_consolidation,Current,24.18,264.96,MORTGAGE,Not Verified,10+ years,AL,Medium Income,0
30000,30000, 36 months,7.02,A,A2,150000.0,moving,Current,12.06,926.59,RENT,Source Verified,2 years,NY,Very High Income,0
4000,4000, 36 months,6.46,A,A1,34000.0,vacation,Current,15.85,122.53,RENT,Source Verified,4 years,OH,Low Income,0
40000,40000, 36 months,7.02,A,A2,70000.0,debt_consolidation,Current,14.3,1235.45,MORTGAGE,Source Verified,10+ years,OH,Medium Income,0
10000,10000, 36 months,14.47,C,C2,40000.0,debt_consolidation,Current,7.21,344.07,OWN,Not Verified,10+ years,CA,Low Income,0
18000,18000, 60 months,16.91,C,C5,110000.0,debt_consolidation,Current,20.42,446.48,MORTGAGE,Source Verified,3 years,CO,High Income,0
12000,12000, 36 months,14.47,C,C2,115500.0,debt_consolidation,Current,4.18,412.88,MORTGAGE,Source Verified,4 years,NY,High Income,0
35000,35000, 60 months,8.19,A,A4,350000.0,debt_consolidation,Current,15.66,712.87,MORTGAGE,Verified,10+ years,SC,Very High Income,0
25000,25000, 60 months,11.8,B,B4,80000.0,debt_consolidation,Current,29.1,553.59,MORTGAGE,Source Verified,6 years,NJ,Medium Income,0
6000,6000, 36 months,16.14,C,C4,50000.0,credit_card,Current,17.35,211.36,RENT,Not Verified,10+ years,KS,Medium Income,0
12000,12000, 60 months,26.31,E,E4,50000.0,other,Current,25.68,361.5,RENT,Verified,10+ years,KS,Medium Income,0
28500,28500, 60 months,8.19,A,A4,110000.0,debt_consolidation,Current,12.75,580.48,OWN,Not Verified,< 1 year,CO,High Income,0
35000,35000, 60 months,16.14,C,C4,32959.0,debt_consolidation,Current,62.64,853.74,RENT,Verified,6 years,HI,Low Income,0
15000,15000, 36 months,11.8,B,B4,70000.0,debt_consolidation,Current,37.72,496.79,MORTGAGE,Source Verified,10+ years,GA,Medium Income,0
35000,35000, 60 months,19.92,D,D3,80000.0,debt_consolidation,Current,25.16,925.73,MORTGAGE,Verified,6 years,LA,Medium Income,0
21600,21600, 36 months,7.56,A,A3,180000.0,home_improvement,Current,5.45,672.49,MORTGAGE,Source Verified,< 1 year,CA,Very High Income,0
10000,10000, 36 months,6.46,A,A1,58000.0,debt_consolidation,Current,36.4,306.31,MORTGAGE,Source Verified,3 years,PA,Medium Income,0
4000,4000, 36 months,11.31,B,B3,50000.0,credit_card,Current,16.81,131.55,RENT,Not Verified,5 years,SD,Medium Income,0
5500,5500, 36 months,15.02,C,C3,31996.0,credit_card,Current,2.21,190.72,OWN,Verified,6 years,OR,Low Income,0
12000,12000, 36 months,17.97,D,D1,45000.0,debt_consolidation,Current,16.29,433.65,RENT,Source Verified,10+ years,PA,Medium Income,0
10950,10950, 36 months,12.98,B,B5,38500.0,debt_consolidation,Current,10.57,368.85,RENT,Not Verified,4 years,LA,Low Income,0
15000,15000, 60 months,10.72,B,B2,58000.0,debt_consolidation,Current,31.72,324.05,MORTGAGE,Source Verified,3 years,MO,Medium Income,0
7375,7375, 36 months,19.92,D,D3,36452.0,small_business,Current,5.6,273.79,RENT,Not Verified,10+ years,CA,Low Income,0
10000,10000, 36 months,15.02,C,C3,26000.0,debt_consolidation,Current,24.24,346.76,RENT,Not Verified,1 year,CA,Low Income,0
2400,2400, 36 months,14.47,C,C2,21524.0,home_improvement,Current,20.64,82.58,RENT,Not Verified,10+ years,CO,Low Income,0
15000,15000, 36 months,7.56,A,A3,120000.0,other,Current,22.64,467.01,ANY,Source Verified,10+ years,CA,High Income,0
35000,35000, 60 months,25.34,E,E3,180000.0,debt_consolidation,Current,24.33,1034.29,MORTGAGE,Source Verified,< 1 year,NJ,Very High Income,0
10000,10000, 36 months,7.02,A,A2,90000.0,other,Current,11.17,308.87,OWN,Not Verified,10+ years,NY,High Income,0
10000,10000, 36 months,20.89,D,D4,67000.0,debt_consolidation,Current,17.2,376.19,MORTGAGE,Verified,6 years,MS,Medium Income,0
8525,8525, 36 months,10.33,B,B1,45000.0,credit_card,Current,17.31,276.41,MORTGAGE,Source Verified,10+ years,CA,Medium Income,0
11000,11000, 36 months,10.72,B,B2,48000.0,debt_consolidation,Current,27.01,358.67,MORTGAGE,Not Verified,4 years,KY,Medium Income,0
8000,8000, 36 months,12.98,B,B5,30000.0,debt_consolidation,Current,5.12,269.48,RENT,Not Verified,8 years,VA,Low Income,0
6500,6500, 36 months,14.47,C,C2,67000.0,debt_consolidation,Current,24.23,223.65,MORTGAGE,Source Verified,10+ years,VA,Medium Income,0
30000,30000, 60 months,11.8,B,B4,85000.0,debt_consolidation,Current,39.98,664.31,MORTGAGE,Source Verified,10+ years,GA,High Income,0
10000,10000, 36 months,8.19,A,A4,84000.0,credit_card,Current,19.5,314.25,MORTGAGE,Not Verified,10+ years,MS,High Income,0
30000,30000, 36 months,7.56,A,A3,400000.0,debt_consolidation,Current,1.75,934.02,RENT,Verified,1 year,PA,Very High Income,0
40000,40000, 60 months,8.19,A,A4,120000.0,debt_consolidation,Current,32.66,814.7,MORTGAGE,Verified,10+ years,TX,High Income,0
29000,29000, 60 months,8.19,A,A4,63043.0,debt_consolidation,Current,27.45,590.66,MORTGAGE,Verified,10+ years,NY,Medium Income,0
7000,7000, 36 months,12.98,B,B5,40000.0,debt_consolidation,Current,10.59,235.8,RENT,Source Verified,10+ years,FL,Low Income,0
15000,15000, 60 months,14.47,C,C2,42000.0,debt_consolidation,Current,30.06,352.69,MORTGAGE,Not Verified,6 years,AZ,Medium Income,0
28000,28000, 36 months,8.19,A,A4,340000.0,debt_consolidation,Current,12.1,879.88,MORTGAGE,Not Verified,< 1 year,CA,Very High Income,0
2800,2800, 36 months,13.56,C,C1,50000.0,other,Current,10.73,95.11,RENT,Not Verified,10+ years,NY,Medium Income,0
4500,4500, 36 months,10.72,B,B2,25836.0,credit_card,Current,8.36,146.73,RENT,Source Verified,2 years,CA,Low Income,0
10000,10000, 36 months,16.14,C,C4,46507.08,credit_card,Current,33.39,352.27,RENT,Not Verified,10+ years,GA,Medium Income,0
